78	26	97	24	88
62	48	73	42	41
37	80	86	71	33
22	54	94	9	25
21	45	32	48	82
73	60	5	44	78
43	11	62	13	77
61	20	12	86	55
30	8	26	76	67
10	8	8	31	79
99	29	92	30	69
98	96	70	45	72
59	82	41	90	46
86	60	62	60	9
80	10	24	48	99
47	34	82	26	17
65	11	10	49	17
17	55	43	89	25
24	82	46	74	20
35	22	7	77	88
27	23	73	27	16
34	47	83	85	43
18	7	22	92	34
36	89	33	28	76
78	75	86	44	60
10	51	13	16	65
92	7	69	26	3
23	94	7	59	58
65	92	40	26	87
15	98	57	86	2
25	5	28	2	64
79	51	33	37	24
30	92	37	41	84
55	18	52	10	59
50	1	49	65	58
43	29	67	66	44
10	8	18	63	62
72	15	16	68	6
54	62	52	47	45
61	61	25	80	28
39	77	58	54	61
40	98	26	98	6
70	77	96	56	81
62	69	66	78	15
81	20	78	63	2
53	15	56	19	14
65	78	6	38	20
18	4	30	16	55
66	80	10	62	60
32	91	27	41	41
56	94	84	25	79
78	78	43	30	15
1	63	70	66	1
85	35	53	99	97
65	90	50	71	52
21	30	22	58	14
34	36	20	79	32
94	45	37	19	31
72	71	5	52	14
21	31	93	19	23
35	51	48	85	59
46	73	71	23	3
77	10	56	87	34
82	68	50	54	94
85	33	16	13	96
20	83	99	34	12
42	56	11	11	46
56	49	32	3	60
30	93	82	97	44
17	70	88	58	81
50	97	4	46	53
42	54	11	41	89
84	65	18	84	71
37	93	5	95	50
36	38	56	43	82
66	56	94	59	41
70	74	51	10	76
64	47	62	13	27
48	39	68	26	79
77	100	68	4	9
91	55	42	12	27
5	62	39	73	48
11	3	99	42	75
38	59	30	50	2
26	49	30	23	25
82	38	66	8	48
21	73	27	97	15
100	47	71	86	71
82	44	49	56	33
38	95	57	75	5
91	55	26	94	78
74	2	25	68	55
28	28	96	36	93
41	62	26	95	24
82	83	23	20	10
86	21	4	18	42
96	28	32	58	5
69	22	61	67	72
95	74	17	38	97
35	76	6	16	43
51	63	51	73	29
44	95	47	49	95
6	80	12	11	71
90	57	69	18	100
44	55	20	92	95
47	30	27	64	31
1	16	64	79	84
23	24	25	69	39
13	53	94	2	62
9	82	31	57	24
77	22	90	85	17
28	26	37	48	100
56	26	77	83	51
30	20	48	34	56
95	42	12	98	4
18	46	75	25	78
93	5	44	70	46
70	51	67	99	58
37	37	92	6	59
67	44	82	70	16
62	25	78	52	63
61	67	64	21	95
26	7	80	78	75
80	47	91	14	52
75	3	57	31	92
97	72	9	89	51
38	74	89	82	96
70	53	76	98	26
88	79	55	50	24
51	78	53	20	52
67	32	40	88	8
60	25	87	3	8
31	87	54	23	54
46	41	57	88	33
92	5	74	10	53
62	46	68	34	25
87	2	77	27	20
31	45	17	16	53
38	90	76	46	37
80	72	52	6	41
77	28	45	76	74
84	44	95	88	65
65	40	86	69	53
81	14	95	42	71
82	99	34	32	56
73	25	93	58	32
66	28	29	2	32
47	24	64	17	27
45	96	19	66	72
14	29	51	100	1
82	28	38	81	97
75	83	84	96	39
13	83	22	4	52
48	54	2	77	73
18	83	40	72	44
74	80	81	29	26
19	37	71	61	77
69	66	52	19	41
11	48	4	42	10
91	42	39	27	53
22	24	100	51	79
53	78	93	40	72
55	1	54	49	44
19	5	7	68	70
79	27	24	4	92
59	84	13	5	67
93	37	53	11	68
6	72	80	34	43
8	7	56	44	89
69	69	63	25	65
1	63	5	37	96
47	45	98	77	37
26	22	34	21	45
73	76	44	14	82
77	75	12	92	27
67	98	45	100	80
32	67	92	64	69
85	51	42	38	17
80	39	89	19	50
80	89	87	80	25
58	26	75	97	75
76	58	90	87	37
46	74	11	71	98
46	12	70	88	63
83	89	7	15	28
17	70	41	40	33
9	3	68	49	19
40	46	27	84	17
50	81	83	35	5
6	89	48	81	1
23	39	15	89	79
80	91	31	33	78
17	66	14	98	59
67	59	72	7	8
70	16	78	19	19
87	53	94	45	70
69	32	6	79	15
100	92	66	41	67
75	100	90	31	94
40	59	84	56	44
60	15	98	23	60
24	60	85	88	33
61	80	56	24	55
63	72	29	54	18
53	79	50	14	28
66	27	1	40	89
20	85	63	78	82
26	17	64	27	14
99	61	92	96	64
44	98	44	4	82
1	38	95	93	30
67	6	75	67	33
44	65	25	41	56
61	45	90	56	13
56	59	80	11	78
3	45	11	40	30
95	6	46	82	22
46	97	21	28	29
80	30	30	25	52
89	47	17	75	14
60	89	26	31	78
70	23	29	35	73
94	55	54	93	48
84	82	71	16	33
82	39	80	84	32
21	3	41	60	56
61	92	76	28	9
28	59	45	92	67
45	74	60	24	89
46	98	24	71	56
97	87	22	66	71
53	85	76	50	14
20	100	52	8	49
94	18	60	53	55
31	1	40	2	11
11	9	53	62	46
4	19	49	38	74
20	79	74	29	78
48	25	3	64	34
66	70	95	31	83
93	65	2	71	73
19	33	15	7	91
71	7	47	22	86
96	7	65	29	78
21	32	31	56	74
29	79	25	8	7
4	27	95	28	67
54	71	28	17	11
24	100	21	45	28
62	83	87	48	17
73	75	33	15	50
90	9	94	60	45
54	72	88	22	9
71	71	31	95	23
47	36	79	44	58
95	100	91	29	19
31	75	5	28	20
16	48	96	65	39
49	50	64	65	53
95	38	6	6	62
82	94	16	10	80
1	79	91	87	3
18	41	13	92	76
28	15	8	39	6
17	27	74	48	66
29	35	71	36	69
33	80	27	1	71
87	71	89	6	80
93	82	85	63	25
79	87	92	41	36
57	31	56	48	29
93	62	57	65	74
55	28	69	52	58
72	13	85	79	6
43	79	1	28	15
3	61	67	69	40
50	39	13	57	84
14	40	59	97	46
32	53	92	39	55
77	53	33	4	78
34	53	83	79	17
20	59	65	47	8
58	81	12	89	36
14	29	92	29	19
29	22	62	13	94
66	8	91	32	41
92	19	78	46	19
1	69	27	87	29
98	71	52	41	14
88	37	19	70	60
34	77	81	62	93
72	38	48	84	59
36	11	33	35	66
66	54	11	74	80
67	22	6	76	13
96	14	98	5	29
49	77	43	34	72
4	61	61	91	44
87	25	67	98	100
85	25	23	93	81
46	95	28	53	86
42	18	52	30	49
90	63	17	68	74
91	66	97	62	100
1	71	51	79	29
11	68	77	69	12
2	16	1	76	96
36	53	4	35	69
87	55	50	4	17
46	3	21	70	74
62	63	81	9	39
54	54	57	21	55
27	49	38	44	68
40	37	59	36	4
73	60	11	22	2
67	23	26	90	86
69	26	19	93	59
6	13	45	25	70
79	94	19	55	75
12	8	23	45	37
27	97	81	74	14
59	58	1	17	70
52	97	27	22	32
23	94	55	71	58
21	95	43	66	67
44	91	29	23	5
26	8	18	32	59
17	1	19	31	66
74	92	74	68	83
83	64	60	43	69
97	10	74	1	86
32	56	29	80	49
74	61	27	40	46
57	45	84	96	22
59	49	100	55	37
69	6	14	85	51
81	53	33	62	22
14	48	86	12	90
70	42	93	86	86
53	54	11	27	99
10	26	8	71	40
15	52	99	77	19
100	36	49	88	30
65	75	39	62	18
73	2	17	21	92
79	62	17	11	26
49	22	27	49	10
98	49	16	73	42
19	19	41	31	63
54	70	59	63	89
22	56	5	11	78
22	71	96	98	36
81	29	29	31	89
43	4	99	73	70
17	78	40	56	36
6	13	86	14	27
19	59	1	97	94
77	80	58	52	11
94	57	14	28	13
92	92	17	56	41
99	71	53	25	90
71	54	71	90	60
24	79	68	14	49
29	23	29	90	16
23	35	74	100	8
82	52	96	42	92
59	69	15	20	87
86	87	27	40	1
88	2	20	72	90
39	82	19	22	62
17	61	2	47	94
47	77	51	66	37
58	58	57	41	84
59	63	93	70	97
56	5	38	5	12
56	55	58	55	53
67	77	33	70	70
76	71	52	52	62
46	37	78	31	94
59	44	83	92	85
15	86	53	42	5
29	78	22	79	16
26	82	6	31	40
91	25	6	87	97
25	11	66	38	76
34	22	10	75	91
86	61	27	42	78
50	35	94	35	47
52	7	13	46	82
64	54	45	91	9
1	92	65	51	55
25	41	31	48	73
33	31	68	28	82
27	2	92	96	1
19	36	9	35	80
54	33	72	94	70
99	32	35	92	25
41	46	73	14	32
67	95	33	92	54
20	80	75	74	26
89	21	38	68	57
39	26	2	18	43
14	54	3	8	98
44	99	81	67	5
21	66	18	52	41
39	92	37	81	68
42	82	52	55	80
38	22	30	39	22
4	61	31	20	99
78	79	38	94	71
13	42	99	78	10
48	24	60	12	7
47	36	31	1	99
42	71	76	23	76
88	76	36	20	9
99	9	3	73	22
97	72	21	21	26
33	14	92	37	26
36	7	77	17	7
8	34	38	25	7
83	15	13	68	41
46	48	85	58	75
12	49	57	36	15
93	30	85	34	84
53	81	37	89	56
45	38	70	59	94
79	51	14	81	7
30	2	70	78	62
22	11	7	37	63
52	39	73	92	60
21	40	78	56	73
9	22	77	89	28
14	33	67	89	11
20	13	31	23	34
71	69	37	93	3
42	16	52	42	28
24	93	30	76	81
69	4	17	67	33
61	8	22	26	71
51	91	99	91	84
11	17	79	83	81
93	57	23	12	83
70	94	84	67	81
61	31	33	57	49
72	33	43	67	46
22	71	51	8	94
99	61	19	70	22
82	43	1	33	74
46	88	30	10	10
62	49	60	41	88
38	43	38	32	63
57	36	74	30	75
12	27	36	27	61
34	24	70	92	72
93	87	22	50	65
11	34	71	34	35
69	98	56	45	45
52	92	2	69	38
16	26	72	87	98
4	70	21	89	83
20	62	48	38	46
13	83	34	74	75
28	54	78	53	40
26	94	87	99	51
98	75	47	9	62
64	1	36	29	48
76	95	81	94	52
46	69	60	14	59
69	51	20	74	36
64	35	39	79	58
17	40	3	3	60
86	6	66	61	64
77	6	15	7	95
93	99	34	27	97
10	35	65	18	59
83	46	49	46	67
68	88	1	85	52
66	82	57	45	23
2	10	100	80	28
31	12	63	72	65
81	88	95	94	87
45	74	62	19	58
81	39	73	65	14
41	16	58	30	80
69	63	26	90	15
4	51	29	94	5
1	60	53	46	92
31	61	50	9	6
61	35	12	28	94
67	49	38	76	17
31	8	32	99	22
38	10	4	31	15
97	74	70	34	19
77	42	4	27	27
81	73	33	7	7
27	24	15	60	82
67	99	93	69	64
67	27	44	16	36
60	40	68	47	40
43	71	17	37	2
67	26	54	46	7
24	38	57	14	39
20	27	40	77	23
78	71	100	5	64
9	85	49	37	62
52	81	61	52	44
31	14	79	14	38
90	52	15	89	76
84	78	52	10	47
93	9	69	58	23
32	43	95	21	88
61	41	10	38	64
82	31	6	1	83
20	7	48	13	1
17	20	70	16	100
29	100	18	32	9
80	90	44	60	71
3	65	84	76	16
38	82	84	49	44
81	69	62	90	72
21	40	88	63	48
66	86	90	45	60
35	72	57	85	99
63	46	42	58	81
92	33	5	41	68
29	71	43	87	24
98	53	26	21	98
55	27	16	84	65
33	85	85	47	66
60	87	42	48	55
12	18	45	63	14
61	2	27	87	49
12	41	30	34	81
45	4	25	41	47
29	60	82	20	88
76	7	19	2	42
33	86	81	73	68
77	72	62	5	58
80	52	74	34	85
3	67	57	1	5
38	46	50	29	91
58	33	63	58	86
25	31	54	61	49
99	67	54	36	15
69	33	77	7	24
94	58	78	63	43
54	99	43	30	65
85	22	16	78	81
43	84	52	64	18
63	16	23	98	58
90	34	60	74	90
33	94	85	5	39
67	32	64	64	55
94	8	3	49	12
20	35	78	15	61
79	1	85	61	3
12	41	30	19	44
81	25	45	39	40
37	10	1	50	17
12	53	74	83	51
67	100	5	56	74
91	82	71	49	60
53	82	11	51	1
67	4	28	28	52
62	54	45	33	7
47	27	72	51	76
65	47	24	46	44
12	20	96	12	87
58	6	10	100	95
4	39	40	80	28
17	44	52	95	77
83	12	52	15	34
70	12	78	80	61
49	52	87	27	81
64	7	54	23	60
90	53	97	17	93
95	72	83	20	14
45	86	15	32	83
44	53	44	38	29
42	88	100	45	74
78	12	25	40	25
74	63	67	87	21
15	64	55	65	76
79	82	51	62	91
83	69	53	8	88
100	41	64	42	74
31	11	83	34	33
13	76	49	41	56
49	65	72	13	66
45	83	11	62	75
78	90	1	78	79
3	18	64	71	5
50	85	99	33	17
95	94	70	32	39
67	77	20	86	61
27	70	34	27	98
94	88	47	43	43
83	57	43	68	74
87	29	96	79	60
63	39	15	80	78
28	53	61	60	34
88	2	84	10	95
50	72	81	44	26
38	38	13	35	29
89	37	45	8	91
13	95	55	69	85
94	53	37	15	3
45	1	53	33	23
38	79	67	94	85
71	19	87	37	47
74	79	10	24	94
42	65	89	99	85
47	85	46	82	57
78	63	56	37	24
89	19	57	78	92
79	69	41	98	66
42	60	54	22	65
90	31	74	20	50
10	8	79	64	98
86	37	28	44	11
83	14	11	13	9
8	77	92	37	68
93	32	29	4	96
93	71	22	84	86
7	81	45	40	75
31	97	80	61	33
18	74	6	50	3
31	51	5	42	26
19	75	24	18	57
63	70	15	66	5
16	57	78	100	70
32	8	25	66	20
5	77	33	98	30
58	74	20	69	37
69	31	17	84	23
81	97	81	79	55
15	83	39	47	93
61	16	53	66	35
46	99	21	10	16
60	78	29	30	40
28	77	31	20	93
17	100	24	80	27
18	27	21	10	52
54	87	12	7	23
18	75	3	19	31
17	84	34	7	74
68	41	23	37	82
9	93	44	81	50
97	44	3	70	28
85	79	100	57	98
30	65	32	13	13
83	23	7	33	55
83	51	54	90	74
74	48	7	68	15
44	39	31	50	67
42	73	21	76	60
50	56	26	14	20
63	42	17	96	12
31	4	78	28	66
100	79	98	98	12
40	44	76	13	1
87	65	85	68	81
40	77	16	7	26
99	35	89	50	79
38	91	62	87	76
53	30	1	82	73
76	72	65	22	60
56	66	81	81	35
8	52	88	7	32
40	18	20	36	11
26	64	68	79	75
47	19	66	60	57
23	69	38	24	85
68	42	18	4	97
78	72	79	32	54
79	19	75	59	61
86	74	65	60	1
32	91	98	79	91
95	19	58	3	82
42	68	9	46	26
17	48	90	11	88
6	54	48	99	53
62	36	76	29	79
47	99	4	58	89
36	26	78	25	99
70	47	50	67	71
99	4	12	53	14
62	10	27	34	77
41	21	83	58	58
30	35	66	37	75
76	2	56	52	26
35	68	3	52	58
30	79	25	45	33
67	14	15	47	43
71	12	83	24	54
12	40	6	76	81
45	60	66	69	29
63	40	24	78	1
100	87	47	42	94
28	87	10	64	12
92	88	17	87	78
71	17	50	97	17
16	75	69	4	76
41	81	46	12	11
58	53	89	42	11
90	67	8	85	69
34	31	51	82	27
35	52	38	66	10
10	30	83	97	53
